subject_id,survey,age,sex,noun1c,noun1v,noun1s,noun2c,noun2v,noun2s,noun3c,noun3v,noun3s,noun4c,noun4v,noun4s,noun5c,noun5v,noun5s,noun6c,noun6v,noun6s,noun7c,noun7v,noun7s,noun8c,noun8v,noun8s,noun9c,noun9v,noun9s,noun10c,noun10v,noun10s,tnoun10,noun11v,noun11s,tnoun11,noun12c,noun12v,noun12s,tnoun12,noun13c,noun13v,noun13s,tnoun13,verb14c,verbs14v,verbs14s,tverb14,adjec15c,adject15,adjec15s,tadjec15,noun16c,noun16v,noun16s,tnoun16,pron17c,pron17v,pron17s,tpron17,quest18c,quest18v,quest18s,tquest18,prep19c,prep19v,prep19s,tprep19,quant20c,quant20v,quant20s,tquant20,verb21v,verb21s,tverb21,conn22v,conn22s,tconn22,inounv,inouns,tinoun,iverbv,iverbs,tiverb,onoun,overb,complex,sent,survey_vocab_max,spoken,signed,understood,understood_imputed,produced
ID_DED3B6E2F475B396,WS,,F,,10,0,,25,0,,10,0,,20,0,,12,0,,22,0,,18,0,,11,0,,11,0,,6,0,6,11,0,11,,11,0,11,,36,0,36,,21,0,21,,1,0,1,,1,0,1,0,0,0,0,,6,0,6,,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,5,690,235,0,,235,235
ID_5503D088042B7471,WG,15,M,2,2,0,4,0,0,2,0,0,2,0,0,3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,,0,0,,2,0,0,2,8,0,0,8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,2,0,32,32,2
ID_713424C7CAFFF4A3,WG,15,M,,5,0,9,0,0,1,0,0,6,0,0,5,0,0,6,0,0,6,0,0,11,0,0,9,0,0,4,0,0,,0,0,,6,0,0,6,14,0,0,14,12,0,0,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,5,0,,5,5
ID_701FDDB46C7C2B86,WG,16,M,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,,0,0,0,0,4,2,0,6,10,0,0,10,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,3,0,32,32,3
ID_6460121CA797B819,WG,18,M,4,2,0,11,1,0,3,0,0,4,0,0,11,0,0,4,0,0,2,0,0,9,0,0,3,0,0,2,0,0,,0,0,,6,0,0,6,10,1,0,11,12,0,0,12,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,4,0,85,85,4
ID_7214E36754E11D54,WG,20,F,4,1,0,4,0,0,1,0,0,3,0,0,3,0,0,3,0,0,1,0,0,4,0,0,2,0,0,0,0,0,,0,0,,3,0,0,3,10,1,0,11,8,0,0,8,4,0,0,4,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,2,0,54,54,2
ID_937207543159EEE3,WG,20,F,,1,0,5,0,0,2,0,0,4,0,0,5,0,0,5,0,0,3,0,0,4,0,0,5,0,0,2,0,0,,0,0,,3,0,0,3,12,0,0,12,7,0,0,7,6,0,0,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,1,0,,1,1
ID_76E48CC328AA8453,WG,21,F,4,5,0,11,1,0,3,1,0,5,1,0,11,0,0,10,0,0,17,0,0,19,0,0,14,0,0,7,0,0,,0,0,,5,4,0,9,13,0,0,13,38,0,0,38,8,1,0,9,1,0,0,1,0,0,0,0,3,0,0,3,7,0,0,7,5,0,0,5,0,0,0,,,0,,,,,,,,,,,396,13,0,181,181,13
ID_9A2E2C9869AC51A4,WG,22,F,5,2,0,12,0,0,2,0,0,6,0,0,7,0,0,3,0,0,7,0,0,8,0,0,3,0,0,3,0,0,,0,0,,3,0,0,3,10,3,0,13,24,0,0,24,5,1,0,6,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,6,0,103,103,6
ID_0D113A28D2A8CE1A,WG,22,F,1,10,0,6,3,16,,0,6,2,1,4,9,3,11,12,2,1,,1,16,6,0,14,8,0,7,9,5,0,,0,0,,3,3,5,11,4,5,4,13,28,3,14,45,11,1,7,19,0,0,0,0,4,0,0,4,2,0,0,2,5,0,0,5,,1,0,1,0,0,0,,,0,,,,,,,,,,,396,38,105,,105,143
ID_47919E0C142104A2,WG,23,M,2,6,0,5,0,8,3,0,2,2,0,3,3,0,3,6,0,0,15,1,0,6,0,3,7,0,1,6,0,1,,0,0,,3,3,2,8,5,4,1,10,18,4,0,22,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,20,27,85,85,47
ID_9B97078F5E6F5160,WG,23,F,10,0,0,20,0,0,8,0,0,8,0,0,15,0,0,11,0,0,18,0,0,21,0,0,11,0,0,9,0,0,,0,0,,12,0,0,12,17,0,0,17,45,0,0,45,17,0,0,17,1,0,0,1,5,0,0,5,2,0,0,2,8,0,0,8,2,0,0,2,0,0,0,,,0,,,,,,,,,,,396,0,0,240,240,0
ID_575A1886F22465B9,WG,23,F,2,8,1,8,2,3,2,0,1,5,1,0,7,2,4,8,0,1,16,0,0,7,0,6,11,0,2,4,0,5,,0,0,,2,5,0,7,5,7,4,16,28,1,8,37,9,0,3,12,0,0,0,0,2,0,0,2,2,1,0,3,1,2,0,3,,2,0,2,0,0,0,,,0,,,,,,,,,,,396,31,38,,38,69
ID_25859499BCE83A7D,WS,25,F,,5,0,,0,4,0,0,0,,1,0,,2,1,0,0,0,0,0,0,,0,2,0,0,0,,0,1,1,0,0,0,,3,0,3,,4,0,4,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,17,8,,17,25
ID_5503D088042B7471,WG,25,M,7,0,0,14,0,0,5,0,0,6,0,0,8,0,0,6,0,0,10,0,0,15,0,0,11,0,0,6,0,0,,0,0,,8,0,0,8,7,0,0,7,20,0,0,20,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,4,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,0,0,134,134,0
ID_F5A864A783C5CBE1,WG,28,F,4,2,0,8,2,0,1,0,0,5,0,0,13,0,0,11,0,0,11,0,0,9,0,0,4,0,0,2,0,0,,0,0,,2,4,0,6,9,3,0,12,13,0,0,13,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,12,0,106,106,12
ID_345BE9C7187209CD,WG,29,M,3,2,4,,4,11,1,0,0,2,0,0,,1,1,,0,1,2,0,0,2,1,0,1,0,0,0,0,0,,0,0,,,2,0,2,,1,0,1,4,2,1,7,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,,,0,,,,,,,,,,,396,13,22,,22,35
ID_F077173BE05FF09C,WS,30,M,,7,0,,7,4,,2,1,0,0,0,,1,3,,0,2,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,,6,0,6,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,25,19,,25,44
ID_35938CF1F4B6C522,WG,30,M,,1,0,2,0,0,2,0,0,6,0,0,6,0,0,3,0,0,1,0,0,4,0,0,7,0,0,6,0,0,,0,0,,3,0,0,3,5,0,0,5,11,0,0,11,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,1,0,,1,1
ID_4A51EB59E652D097,WG,30,F,1,5,0,4,1,0,,1,0,8,0,0,3,0,0,9,0,0,7,1,0,11,0,0,5,0,0,3,0,0,,0,0,,6,0,0,6,7,6,0,13,19,1,0,20,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,15,0,,15,15
ID_AFD33078929F775B,WG,30,M,2,7,0,22,5,0,3,0,0,5,2,0,8,1,0,6,0,0,16,2,0,14,1,0,7,1,0,10,1,0,,0,0,,1,5,0,6,10,4,0,14,25,1,0,26,6,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,6,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,33,0,140,140,33
ID_BEF3B4F7EDD4C272,WG,31,F,3,3,0,11,1,0,1,1,0,5,0,0,4,0,0,10,0,0,19,0,0,26,0,0,19,0,0,7,0,0,,0,0,,2,3,0,5,10,3,0,13,51,0,0,51,17,0,0,17,0,0,0,0,1,0,0,1,1,0,0,1,8,1,0,9,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,12,0,196,196,12
ID_25859499BCE83A7D,WS,32,F,,8,0,,8,1,,0,1,,2,2,,3,1,,0,1,,0,1,,0,4,,0,1,,0,1,1,0,0,0,,5,3,8,,6,1,7,,1,0,1,,0,1,1,0,0,0,0,0,0,0,0,,1,0,1,,0,1,1,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,35,19,,35,54
ID_E10417CCA15BA26A,WG,32,M,,0,10,1,0,28,2,0,6,3,1,4,5,0,16,8,0,3,4,0,14,15,0,9,12,0,4,9,0,8,,0,0,,6,3,4,13,10,0,9,19,23,0,27,50,16,0,6,22,,0,1,1,5,0,2,7,1,0,3,4,8,0,3,11,5,0,1,6,0,0,0,,,0,,,,,,,,,,,396,4,158,,158,162
ID_CB269F70C6424D12,WG,32,F,1,11,0,9,20,0,4,4,0,2,6,0,15,11,0,12,5,0,18,1,0,26,3,0,16,2,0,11,7,0,,0,0,,1,11,0,12,3,14,0,17,44,5,0,49,28,0,0,28,1,1,0,2,1,1,0,2,1,1,0,2,7,2,0,9,2,2,0,4,0,0,0,,,0,,,,,,,,,,,396,107,0,202,202,107
ID_9B97078F5E6F5160,WG,34,F,5,2,0,6,3,8,,6,1,2,4,1,5,9,1,8,2,1,17,0,0,26,0,0,18,0,0,15,0,0,,0,0,,8,0,0,8,10,6,0,16,47,0,0,47,14,0,0,14,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,7,1,1,0,2,0,0,0,,,0,,,,,,,,,,,396,33,12,,33,45
ID_2E9E2E2FDC6021F6,WS,35,M,,6,0,,2,18,,0,10,,0,8,,0,14,,0,13,,0,18,,0,20,,0,10,,2,6,8,0,4,4,,0,11,11,,0,11,11,,1,19,20,,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,690,11,183,,183,194
ID_61411273B7411494,WG,35,M,2,10,0,12,6,0,6,2,0,8,0,0,2,16,0,5,10,0,12,5,0,10,15,0,12,9,0,10,6,0,,0,0,,,6,0,6,8,11,0,19,36,15,0,51,19,5,0,24,0,0,0,0,4,1,0,5,2,0,0,2,3,6,0,9,4,2,0,6,0,0,0,,,0,,,,,,,,,,,396,125,0,,125,125
ID_562844157A9A3385,WG,35,M,5,6,0,25,1,0,7,1,0,7,1,0,19,3,0,13,1,0,18,0,0,25,1,0,17,0,0,19,0,0,,0,0,,13,0,0,13,14,3,0,17,51,2,0,53,23,0,0,23,2,0,0,2,6,0,0,6,3,0,0,3,9,0,0,9,3,0,0,3,0,0,0,,,0,,,,,,,,,,,396,19,0,279,279,19
ID_54C46FBBE32F2745,WG,35,M,2,0,7,17,0,6,7,0,0,3,0,4,6,0,2,4,0,3,10,2,1,11,0,3,11,0,2,8,2,0,,0,0,,7,1,0,8,6,0,4,10,28,0,0,28,9,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,6,32,132,132,38
ID_2E9E2E2FDC6021F6,WG,35,M,5,6,0,4,2,17,,0,7,1,0,6,,0,12,,0,13,1,0,17,6,1,19,6,0,9,6,11,9,,0,0,,3,0,8,11,9,0,10,19,29,0,17,46,9,0,16,25,0,0,0,0,0,0,0,0,3,0,0,3,6,0,2,8,1,0,1,2,0,0,0,,,0,,,,,,,,,,,396,20,163,,163,183
ID_B475FF76986C8568,WS,36,M,,8,0,,11,6,,6,1,,6,0,,9,9,,5,0,,12,0,,12,3,,10,0,,8,0,8,4,0,4,,10,0,10,,10,0,10,,11,0,11,,15,0,15,0,0,0,0,0,0,0,0,,1,0,1,,2,0,2,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,690,142,19,,142,161
ID_252909C3A560014A,WS,36,F,,11,0,,23,0,,10,0,,11,0,,31,0,,17,0,,24,0,,35,0,,19,0,,14,0,14,8,0,8,,12,0,12,,17,0,17,,75,0,75,,28,0,28,0,0,0,0,,1,0,1,0,0,0,0,,9,0,9,,3,0,3,1,0,1,0,0,0,2,0,2,0,0,0,0,0,4,4,690,349,0,,349,349
ID_75D3409BE60480FE,WG,36,M,4,1,0,22,0,0,4,0,0,5,0,0,11,0,0,6,0,0,11,0,0,12,0,0,6,0,0,8,0,0,,0,0,,4,3,0,7,11,0,0,11,12,0,0,12,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,4,0,122,122,4
ID_B475FF76986C8568,WG,36,M,1,11,0,9,11,6,4,3,1,1,6,0,3,12,2,6,6,0,7,12,0,14,9,2,4,13,0,7,11,1,,0,0,,4,7,1,12,5,11,0,16,33,8,1,42,10,10,1,21,0,0,0,0,0,0,0,0,1,0,1,2,4,3,0,7,,2,0,2,0,0,0,,,0,,,,,,,,,,,396,135,16,,135,151
ID_E6101F6D5E458AA4,WS,37,F,,5,0,,6,7,,5,2,,5,1,,6,0,,5,0,,1,18,,11,4,,5,1,,4,3,7,0,2,2,,6,2,8,,9,1,10,,9,7,16,,4,2,6,0,0,0,0,,5,0,5,0,0,0,0,,7,0,7,,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,690,95,50,,95,145
ID_B9A63CDA4639A3FE,WG,37,F,,10,0,3,8,0,1,5,0,3,3,0,4,6,0,8,3,0,8,7,0,10,5,0,12,1,0,3,5,0,,0,0,,2,11,0,13,2,13,0,15,24,13,0,37,8,3,0,11,0,0,0,0,3,1,0,4,1,2,0,3,5,4,0,9,,2,0,2,0,0,0,,,0,,,,,,,,,,,396,102,0,,102,102
ID_76E48CC328AA8453,WG,37,F,2,10,0,13,18,0,2,6,0,1,7,0,7,14,0,7,9,0,5,14,0,22,11,0,13,8,0,6,15,0,,0,0,,5,9,0,14,7,11,0,18,43,11,0,54,23,10,0,33,5,3,0,8,6,2,0,8,5,0,0,5,5,6,0,11,4,2,0,6,0,0,0,,,0,,,,,,,,,,,396,166,0,181,181,166
ID_8B9EF2BEF09D4999,WS,38,M,,6,1,,4,11,,0,4,,0,4,,0,8,,0,2,0,0,0,,0,5,,0,1,,0,5,5,1,0,1,,1,2,3,,1,5,6,,0,1,1,,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,690,15,54,,54,69
ID_B55255235666864D,WS,38,M,,9,0,,4,29,,2,10,,3,12,,4,23,,2,1,,4,11,,1,15,,1,6,,1,12,13,0,6,6,,10,4,14,,6,10,16,,3,52,55,,1,20,21,0,0,0,0,,0,2,2,,0,1,1,,4,0,4,,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,690,56,215,,215,271
ID_0525FCB16511B5E8,WS,38,M,,4,5,,2,21,,5,6,,0,2,,0,6,0,0,0,,0,13,,0,5,,0,6,,1,5,6,3,4,7,,4,4,8,,1,10,11,,1,20,21,,0,7,7,,0,1,1,,0,1,1,,0,1,1,,1,0,1,,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,690,22,118,,118,140
ID_9A2E2C9869AC51A4,WG,38,F,3,9,0,3,19,0,2,5,0,2,4,0,2,17,0,3,5,0,9,10,0,12,17,0,7,8,0,1,16,0,,0,0,,2,10,0,12,5,12,0,17,29,22,0,51,11,12,0,23,1,0,0,1,,3,0,3,1,1,0,2,6,4,0,10,2,2,0,4,0,0,0,,,0,,,,,,,,,,,396,176,0,,176,176
ID_701FDDB46C7C2B86,WG,38,M,2,10,0,13,15,0,3,6,0,1,7,0,10,8,0,11,4,0,5,14,0,11,16,0,10,8,0,7,12,0,,0,0,,1,8,0,9,7,11,0,18,31,23,0,54,11,10,0,21,2,0,0,2,5,3,0,8,2,1,0,3,4,7,0,11,6,1,0,7,0,0,0,,,0,,,,,,,,,,,396,164,0,142,142,164
ID_74C6B9E6CF2D1BD8,WS,39,M,,8,0,,9,16,,2,3,,2,2,,5,6,,1,3,,0,19,,2,7,,0,2,,0,2,2,0,1,1,,5,0,5,,3,6,9,,0,15,15,,0,4,4,0,0,0,0,,0,1,1,0,0,0,0,,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,37,91,,91,128
ID_5503D088042B7471,WG,39,M,1,10,0,12,12,0,3,7,0,3,4,0,8,11,0,6,6,0,11,5,0,15,9,0,10,7,0,14,5,0,,0,0,,6,6,0,12,2,13,0,15,32,9,0,41,17,8,0,25,,1,0,1,2,0,0,2,1,0,0,1,5,2,0,7,,2,0,2,0,0,0,,,0,,,,,,,,,,,396,117,0,,117,117
ID_4A51EB59E652D097,WG,39,F,,9,0,1,3,8,,0,3,2,0,4,2,0,4,9,0,0,15,0,0,14,0,0,10,0,0,9,0,0,,0,0,,7,0,0,7,11,0,0,11,18,0,0,18,9,0,0,9,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,12,19,,19,31
ID_713424C7CAFFF4A3,WG,39,M,2,9,0,6,13,0,5,4,0,5,3,0,13,6,0,4,5,0,11,4,0,17,5,0,12,2,0,11,2,0,,0,0,,3,5,0,8,9,8,0,17,42,1,0,43,11,3,0,14,0,0,0,0,2,0,0,2,0,0,0,0,5,1,0,6,1,1,0,2,0,0,0,,,0,,,,,,,,,,,396,72,0,159,159,72
ID_4129F5599476F1AF,WG,39,M,6,4,0,24,3,0,5,1,0,4,2,0,11,4,0,11,0,0,13,1,0,17,0,0,13,0,0,12,1,0,,0,0,,10,0,0,10,10,4,0,14,28,0,0,28,14,0,0,14,0,0,0,0,2,0,0,2,3,0,0,3,6,1,0,7,2,0,0,2,0,0,0,,,0,,,,,,,,,,,396,21,0,191,191,21
ID_562844157A9A3385,WG,39,M,3,5,4,2,0,28,2,1,4,1,0,7,1,3,15,13,0,0,18,0,0,26,0,3,15,0,0,10,3,8,,0,0,,1,0,12,13,7,2,9,18,25,2,28,55,18,1,11,30,4,0,1,5,5,0,2,7,2,0,1,3,9,1,0,10,,0,4,4,0,0,0,,,0,,,,,,,,,,,396,18,137,,137,155
ID_575A1886F22465B9,WG,41,F,,11,0,4,28,0,2,7,0,2,6,0,1,26,0,3,16,0,2,17,0,10,22,0,6,16,0,4,17,0,,0,0,,4,11,0,15,1,18,0,19,20,35,0,55,6,26,0,32,1,4,0,5,6,4,0,10,4,1,0,5,,11,0,11,4,1,0,5,0,0,0,,,0,,,,,,,,,,,396,277,0,,277,277
ID_694F2C95BE9C2AE2,WS,42,F,,4,0,,1,19,,0,5,,0,3,,1,9,,0,1,0,0,0,,0,12,,0,8,,0,16,16,0,2,2,,2,6,8,,0,6,6,,0,4,4,,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,8,98,,98,106
ID_7EE005449A09C61C,WS,42,M,,10,0,,12,5,,7,0,,5,2,,15,3,,4,3,,11,0,,11,8,,3,4,,9,2,11,3,2,5,,11,2,13,,8,3,11,,14,17,31,,10,12,22,,1,0,1,,3,0,3,0,0,0,0,,5,3,8,,1,2,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,690,143,68,,143,211
ID_FA95785E994EEA73,WS,42,M,,9,0,,33,0,,10,0,,17,0,,45,0,,22,0,,25,0,,39,0,,20,0,,18,0,18,8,0,8,,21,0,21,,16,0,16,,56,0,56,,41,0,41,,4,0,4,,6,0,6,,1,0,1,,6,0,6,,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,690,399,0,,399,399
ID_937207543159EEE3,WG,42,F,2,10,0,9,25,0,1,7,0,1,6,0,3,25,0,3,15,0,3,16,0,6,23,0,6,13,0,2,18,0,,0,0,,2,13,0,15,2,15,0,17,33,15,0,48,16,15,0,31,3,1,0,4,9,0,0,9,4,0,0,4,5,3,0,8,4,2,0,6,0,0,0,,,0,,,,,,,,,,,396,222,0,114,114,222
ID_CD10A1FE63FE18BD,WS,43,M,,9,0,,11,2,,7,1,,6,0,,6,2,,8,0,,5,0,,10,5,,5,0,,6,0,6,1,0,1,,6,1,7,,8,0,8,,19,1,20,,11,1,12,0,0,0,0,,2,0,2,0,0,0,0,,4,0,4,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,690,125,13,,125,138
ID_6460121CA797B819,WG,43,M,3,9,0,17,9,0,6,2,0,4,4,0,16,7,0,10,4,0,12,5,0,25,6,0,17,2,0,15,5,0,,0,0,,5,5,0,10,12,5,0,17,45,3,0,48,13,2,0,15,1,0,0,1,1,0,0,1,2,0,0,2,6,0,0,6,1,1,0,2,0,0,0,,,0,,,,,,,,,,,396,69,0,211,211,69
ID_7214E36754E11D54,WG,43,F,1,11,0,16,7,0,4,3,0,2,5,0,12,11,0,4,6,0,9,9,0,21,7,0,16,5,0,12,5,0,,0,0,,8,7,0,15,8,8,0,16,41,10,0,51,26,2,0,28,0,0,0,0,2,0,0,2,3,0,0,3,7,2,0,9,2,1,0,3,0,0,0,,,0,,,,,,,,,,,396,99,0,194,194,99
ID_03776A8FAC5A99C4,WS,44,F,,10,0,,20,0,,3,0,,7,0,,23,0,,9,0,,8,0,,9,0,,6,0,,4,0,4,1,0,1,0,0,0,0,,12,0,12,,8,0,8,,3,0,3,0,0,0,0,,2,0,2,0,0,0,0,,2,0,2,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,690,128,0,,128,128
ID_562844157A9A3385,WG,44,M,6,6,0,29,2,0,7,1,0,7,1,0,23,2,0,16,0,0,17,2,0,35,0,0,19,1,0,23,1,0,,0,0,,15,1,0,16,13,5,0,18,54,1,0,55,29,2,0,31,8,0,0,8,7,1,0,8,4,0,0,4,10,1,0,11,4,0,0,4,0,0,0,,,0,,,,,,,,,,,396,27,0,326,326,27
ID_2E9E2E2FDC6021F6,WG,44,M,6,6,0,9,24,0,,9,0,,8,0,2,25,0,2,14,0,,19,0,7,28,0,4,18,0,6,21,0,,0,0,,7,13,0,20,4,15,0,19,40,15,0,55,16,15,0,31,8,0,0,8,3,0,0,3,3,0,0,3,3,8,0,11,4,2,0,6,0,0,0,,,0,,,,,,,,,,,396,240,0,,240,240
ID_2F1FC7443FE69BF6,WS,45,F,,8,0,,0,33,,0,8,,1,7,,1,15,,0,5,,0,19,,0,16,,2,4,,0,15,15,0,7,7,,4,12,16,,6,6,12,,1,30,31,,1,20,21,0,0,0,0,,0,1,1,,0,2,2,,0,4,4,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,690,24,205,,205,229
ID_3B81B4DEE4B61BA1,WS,45,F,,5,0,,0,26,,1,9,,2,7,,1,15,,0,3,,2,20,,2,6,,0,2,,0,6,6,2,2,4,,1,13,14,,8,2,10,,1,30,31,,2,11,13,0,0,0,0,,1,0,1,0,0,0,0,,3,4,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,690,31,156,,156,187
ID_7F92CC1AF962D5CD,WS,45,M,,10,0,,12,1,,6,0,,6,0,,10,1,,7,0,,4,0,,11,0,,4,0,,5,1,6,2,0,2,,8,1,9,,11,0,11,,9,6,15,,7,4,11,0,0,0,0,,2,0,2,0,0,0,0,,4,0,4,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,690,120,14,,120,134
ID_7214E36754E11D54,WG,45,F,1,9,0,2,20,0,,7,0,,8,0,1,11,0,1,8,0,,16,0,7,17,0,4,12,0,2,9,0,,0,0,,,6,0,6,3,14,0,17,12,22,0,34,7,5,0,12,,1,0,1,0,0,0,0,2,0,0,2,,6,0,6,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,171,0,,171,171
ID_64AC6DB429F08FA4,WG,45,F,3,9,0,8,17,0,5,4,0,5,3,0,12,11,0,2,13,0,6,13,0,21,12,0,11,9,0,15,6,0,,0,0,,9,6,0,15,9,8,0,17,47,5,0,52,26,7,0,33,4,0,0,4,5,0,0,5,2,0,0,2,7,0,0,7,3,0,0,3,0,0,0,,,0,,,,,,,,,,,396,123,0,200,200,123
ID_0D113A28D2A8CE1A,WS,46,F,,9,0,,1,17,,0,7,,2,4,,3,11,,1,4,,0,21,,0,16,,0,7,,0,5,5,0,3,3,,3,6,9,,4,6,10,,1,15,16,,1,12,13,0,0,0,0,,1,0,1,,0,1,1,,1,5,6,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,28,140,,140,168
ID_BEF3B4F7EDD4C272,WS,46,F,,11,1,,8,8,,1,4,,5,0,,4,1,,3,0,,4,0,,3,0,,1,0,,3,0,3,1,0,1,,9,0,9,,8,0,8,,5,0,5,,11,0,11,0,0,0,0,,3,0,3,0,0,0,0,,7,0,7,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,690,88,14,,88,102
ID_25859499BCE83A7D,WG,46,F,,10,0,,13,0,4,2,0,2,5,0,2,6,0,5,2,0,14,1,0,8,3,0,10,1,0,3,3,0,,0,0,,2,10,0,12,7,9,0,16,17,2,0,19,4,7,0,11,0,0,0,0,0,0,0,0,2,0,0,2,4,2,0,6,,1,0,1,0,0,0,,,0,,,,,,,,,,,396,77,0,,77,77
ID_BEF3B4F7EDD4C272,WG,46,F,,12,1,13,12,7,2,1,3,3,5,0,6,3,4,13,3,0,14,5,0,28,2,3,22,1,1,16,1,3,,0,0,,7,8,0,15,8,10,0,18,46,6,2,54,24,6,3,33,6,0,0,6,,3,0,3,2,0,0,2,6,5,0,11,4,1,0,5,0,0,0,,,0,,,,,,,,,,,396,84,27,,84,111
ID_F077173BE05FF09C,WG,46,M,6,6,0,11,12,0,7,2,0,3,4,0,8,14,0,10,2,0,11,7,0,15,2,0,10,5,0,6,3,0,,0,0,,4,5,0,9,8,9,0,17,33,2,0,35,19,2,0,21,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,5,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,75,0,158,158,75
ID_6D7705DEC72BD3C3,WS,47,F,,11,0,,8,0,,2,0,,6,0,,10,0,,7,0,,4,0,,7,0,,7,0,,3,0,3,1,0,1,,6,0,6,,11,0,11,,7,0,7,,11,0,11,0,0,0,0,,4,0,4,,2,0,2,,6,0,6,,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,690,116,0,,116,116
